1.45945195193264E-05,1.00001459451952,2.00001459451952,3.00001459451952,4.00001459451952,5.00001459451952,6.00001459451952,7.00001459451952,8.00001459451952,9.00001459451952,10.0000145945195,11.0000145945195,12.0000145945195,13.0000145945195,14.0000145945195,15.0000145945195,16.0000145945195,17.0000145945195,18.0000145945195,19.0000145945195,20.0000145945195,21.0000145945195,22.0000145945195,23.0000145945195,24.0000145945195,25.0000145945195,26.0000145945195,27.0000145945195,28.0000145945195,29.0000145945195,30.0000145945195,2,0,116
1.49833240637717E-05,0.00001145,1.93545226130653E-10,5,2.17485631709315E-05,0.0000159,4.06140703517588E-10,5,2.50099980007996E-05,0.00002055,4.75354271356784E-10,6,2.65706605111729E-05,0.0000178,5.47447236180905E-10,5,1.14837720599298E-05,8.66325095156626E-06,1.32516831532089E-10,21,1.24298028946561E-05,0.00001155,3.03291457286432E-11,2,1.57162336455017E-05,0.0000114,1.37437185929648E-10,2,1.3228756555323E-05,0.0000102,1.26633165829146E-10,2,0,221
1.4422205101856E-05,0.0000107,1.67879396984925E-10,3,2.259424705539E-05,0.00001615,5.0841959798995E-10,4,2.6229754097208E-05,0.0000233,5.39407035175879E-10,8,2.17025344142107E-05,0.0000182,4.68502512562814E-10,7,1.07654006374664E-05,8.30126615557623E-06,1.16474583621521E-10,22,1.52315462117278E-05,0.0000129,7.61306532663317E-11,2,1.17898261225516E-05,0.0000082,7.21206030150754E-11,0,1.29228479833201E-05,0.0000104,1.31658291457286E-10,3,0,332
1.3114877048604E-05,0.0000108,1.05286432160804E-10,4,2.8661821295933E-05,0.00001995,7.45123115577889E-10,2,2.89482296522603E-05,0.0000262,7.7948743718593E-10,10,2.41039415863879E-05,0.000021,5.38804020100503E-10,8,8.65684929925042E-06,6.7238555103033E-06,7.53025728317127E-11,22,1.50166574176812E-05,0.00001135,1.10489949748744E-10,1,1.21655250605964E-05,0.00000960000000000001,5.61206030150754E-11,0,1.49499163877261E-05,0.00001195,1.08479899497487E-10,1,0,440
1.79443584449264E-05,0.0000152,1.29437185929648E-10,3,3.18355147594632E-05,0.00002315,5.51856783919598E-10,1,2.83637092073657E-05,0.00002535,5.71736180904522E-10,8,2.19658826364888E-05,0.00001895,3.26630653266332E-10,8,7.87754539808685E-06,5.95969204147274E-06,6.23614809607922E-11,22,1.37477270848675E-05,0.0000095,1.25628140703518E-10,2,1.34536240470737E-05,0.0000114,1.38130653266332E-10,0,1.39104277432436E-05,0.00001065,1.2606783919598E-10,1,0,548
2.07605394920267E-05,0.0000171,3.53557788944724E-10,6,2.73495886623547E-05,0.0000205,6.82522613065327E-10,7,2.37486841740758E-05,0.0000212,4.66331658291458E-10,14,1.95320249846246E-05,0.00001545,2.83917085427136E-10,5,6.78818608417058E-06,4.68993912266993E-06,4.62674856031763E-11,30,1.64468842033985E-05,0.00001275,1.59997487437186E-10,4,1.46969384566991E-05,0.0000115,1.80904522613065E-10,3,1.25099960031968E-05,0.00001005,1.27434673366834E-10,2,0,651
1.66282891483159E-05,0.00001365,2.53263819095477E-10,8,2.31948270094864E-05,0.0000185,5.27678391959799E-10,12,2.18746428542274E-05,0.00001845,4.66771356783919E-10,17,2.09045449603669E-05,0.0000167,3.46572864321608E-10,6,6.52849955660597E-06,3.96721805289509E-06,4.28286744300801E-11,47,1.3856406460551E-05,0.0000116,1.00341708542713E-10,3,1.43527000944073E-05,0.0000103,1.14412060301507E-10,3,1.58271917913444E-05,0.00001225,1.50248743718593E-10,1,0,756
1.90131533418315E-05,0.00001455,2.29243718592965E-10,5,2.21923410211722E-05,0.00001605,3.65505025125628E-10,7,2.33987179135952E-05,0.00001595,4.73304020100502E-10,10,2.48394846967484E-05,0.0000207,5.11396984924623E-10,5,1.09308182925735E-05,7.36475376081424E-06,1.19743615912743E-10,37,0.000012,0.0000095,6.6894472361809E-11,0,1.35830777072061E-05,0.00001015,1.23494974874372E-10,2,1.59843673631458E-05,0.00001175,1.47032663316583E-10,1,0,860
1.87483332592527E-05,0.00001315,2.57726130653266E-10,3,1.8907670401189E-05,0.00001385,3.12138190954774E-10,11,1.86010752377383E-05,0.00000960000000000001,3.12753768844221E-10,5,1.994993734326E-05,0.0000153,3.71768844221106E-10,4,1.1342703406766E-05,8.52134763000461E-06,1.2900730888922E-10,24,1.25499003980111E-05,0.00000865,8.30929648241206E-11,0,1.44395290781937E-05,0.00001185,1.30831658291457E-10,3,1.35646599662505E-05,0.0000112,1.10592964824121E-10,5,0,965
1.18110118110177E-05,0.00000895000000000001,1.09243718592965E-10,2,1.83030052177231E-05,0.0000142,2.69105527638191E-10,9,1.802775637732E-05,0.0000122,2.48804020100503E-10,4,1.17898261225516E-05,0.00000900000000000001,1.30653266331658E-10,4,9.32355569347737E-06,7.3710433303617E-06,8.70622778074138E-11,29,1.21860576069539E-05,0.00000915000000000001,9.3464824120603E-11,1,1.21243556529821E-05,0.00000990000000000001,7.8502512562814E-11,3,1.24899959967968E-05,0.0000112,8.92060301507537E-11,8,0,1074
1.26491106406735E-05,0.0000098,1.07246231155779E-10,2,2.18288799529431E-05,0.00001635,3.07736180904523E-10,2,1.84526420872459E-05,0.00001395,2.36620603015075E-10,4,1.26491106406735E-05,0.0000104,1.0427135678392E-10,3,8.38168637891043E-06,6.39488163526833E-06,7.06029762146927E-11,22,0.000013,0.0000108,1.37195979899498E-10,3,1.12694276695846E-05,0.0000098,8.25226130653266E-11,2,1.29614813968157E-05,0.0000109,8.37788944723618E-11,4,0,1176
1.42653426176871E-05,0.00001135,1.24017587939698E-10,2,1.99749843554382E-05,0.000015,3.41417085427136E-10,8,2.22373559579371E-05,0.00001425,3.82992462311558E-10,5,1.72191753577226E-05,0.00001365,2.04399497487437E-10,6,9.77579817581666E-06,7.30794775543349E-06,9.60406894274144E-11,20,1.6140012391569E-05,0.00001335,1.64298994974874E-10,4,1.46116391962025E-05,0.00001315,1.19032663316583E-10,1,1.59059737205869E-05,0.0000124,1.02221105527638E-10,2,0,1278
1.20415945787923E-05,0.00000790000000000001,1.19587939698493E-10,3,1.83303027798234E-05,0.0000138,3.28643216080402E-10,10,2.65894716006167E-05,0.0000194,4.26894472361809E-10,7,1.65529453572468E-05,0.0000121,2.06140703517588E-10,8,9.23716581687343E-06,6.78844544777287E-06,8.55088502556071E-11,33,0.000016,0.0000136,7.95075376884422E-11,3,1.47986485869487E-05,0.0000128,8.94874371859297E-11,5,1.60468065358812E-05,0.00001335,8.23492462311558E-11,2,0,1383
1.06066017177982E-05,0.00000715,9.9675879396985E-11,6,1.85472369909914E-05,0.0000142,3.44723618090452E-10,5,2.35902522241709E-05,0.00001845,4.5979648241206E-10,7,1.48155323900291E-05,0.00001185,1.91836683417085E-10,9,7.02733398170832E-06,5.42901811990047E-06,4.96308236869027E-11,32,1.35277492584687E-05,0.0000115,8.9356783919598E-11,3,1.28452325786651E-05,0.0000098,1.06241206030151E-10,5,1.29614813968157E-05,0.0000102,8.74371859296483E-11,2,0,1485
1.17473401244707E-05,0.00000980000000000001,1.14562814070352E-10,6,1.67182534973005E-05,0.00001235,2.49947236180905E-10,2,1.96086715511276E-05,0.00001475,3.68278894472362E-10,6,1.4543039572249E-05,0.00001155,2.09484924623116E-10,5,7.32331284053869E-06,5.48456352587549E-06,5.37761425951539E-11,26,1.52315462117278E-05,0.000012,1.26542713567839E-10,4,1.52970585407784E-05,0.0000121,2.01366834170854E-10,2,9.48683298050514E-06,0.000006,6.8251256281407E-11,3,0,1589
1.29034879005639E-05,0.00001065,8.86206030150754E-11,1,1.50166574176812E-05,0.00001135,1.7085175879397E-10,4,1.57003184681076E-05,0.00001255,1.44198492462311E-10,2,1.43874945699382E-05,0.0000115,1.77638190954774E-10,2,7.64743491997922E-06,5.77144086277711E-06,5.87310725768545E-11,24,1.36930639376291E-05,0.00001055,7.86909547738694E-11,2,1.57955689989313E-05,0.00001305,1.96459798994975E-10,2,1.01488915650922E-05,0.0000074,5.14170854271357E-11,2,0,1691
1.3076696830622E-05,0.000011,1.13809045226131E-10,1,1.72191753577226E-05,0.00001445,2.52198492462312E-10,8,1.78885438199983E-05,0.0000156,2.06542713567839E-10,4,1.86279360101972E-05,0.0000165,2.70914572864322E-10,4,8.37489912769533E-06,6.36407626425766E-06,7.04761586704101E-11,29,0.000013,0.0000109,9.55175879396985E-11,4,1.41421356237309E-05,0.0000105,1.26673366834171E-10,2,1.54757875405422E-05,0.00001045,1.33042713567839E-10,1,0,1794
